,affiliation_nums,affiliation_text,author_names,date_posted,doi,downloads,paper_title,subject_area,pmid,pmid_links,pmid_links_num
1002,"['1', '2', '3', '4', '5', '*', '1', '6', '1', '2', '7', '1', '2', '3', '4', '5', '1', '6']","['F-94807 Villejuif, France,, F-94270 Le Kremlin-Bicêtre, France,, F-94800 Villejuif, France,, Hôpital Paul Brousse, F-94804 Villejuif, France,, F-94270 Le Kremlin-Bicêtre, France,, F-86021 Poitiers, France,, F-94805 Villejuif, France']","Ali G Turhan,Patricia Hugues,Nathalie Sorel,Christophe Desterke,Jean-Henri Bourhis,Annelise Bennaceur-Griscelli,Jean-Claude Chomel",2019-10-22, https://doi.org/10.1101/805648 ,"[['Oct 2019', '283', '3', '49', ''], ['Nov 2019', '81', '7', '8', ''], ['Dec 2019', '39', '5', '7', ''], ['Jan 2020', '33', '11', '9', ''], ['Feb 2020', '29', '8', '14', ''], ['Mar 2020', '29', '13', '11', ''], ['Apr 2020', '24', '3', '10', ''], ['May 2020', '25', '6', '8', ''], ['Jun 2020', '45', '1', '5', ''], ['Jul 2020', '23', '1', '5', ''], ['Aug 2020', '25', '1', '1', ''], ['Sep 2020', '16', '0', '2', ''], ['Oct 2020', '12', '2', '5', '']]",Evidence of massive leukemic progenitor expansion in blood during molecular recurrence after TKI discontinuation in chronic myeloid leukemia (CML),"Cancer Biology,
",32122205,[],0
1003,"['1', '1', '1', '$', '2', '#', '2', '1', '1', '1', '2', '&', '2', '1', '3', '1', '4', '5', '2', '1', '*', '†', '1', '*', '†']","['Milan, Italy,, Milan, Italy,, Trento, Italy,, Milan, Italy,, Milan, Italy']","Andrea Bisso,Marco Filipuzzi,Gianni Paolo Gamarra Figueroa,Giulia Brumana,Francesca Biagioni,Mirko Doni,Giorgia Ceccotti,Nina Tanaskovic,Marco Jacopo Morelli,Vera Pendino,Fulvio Chiacchiera,Diego Pasini,Daniela Olivero,Stefano Campaner,Arianna Sabò,Bruno Amati",2019-10-25, https://doi.org/10.1101/819631 ,"[['Oct 2019', '654', '4', '161', ''], ['Nov 2019', '138', '12', '47', ''], ['Dec 2019', '293', '21', '53', ''], ['Jan 2020', '82', '24', '47', ''], ['Feb 2020', '95', '16', '80', ''], ['Mar 2020', '119', '23', '27', ''], ['Apr 2020', '72', '18', '39', ''], ['May 2020', '64', '23', '31', ''], ['Jun 2020', '58', '15', '16', ''], ['Jul 2020', '22', '23', '10', ''], ['Aug 2020', '34', '15', '8', ''], ['Sep 2020', '29', '11', '4', ''], ['Oct 2020', '18', '13', '6', '']]",Cooperation between MYC and β-catenin in liver tumorigenesis requires Yap/Taz,"Cancer Biology,
",31965581,['33029148'],1
1004,"['1', '2', '#', '3', '#', '1', '#', '2', '#', '2', '4', '2', '4', '5', '6', '7', '2', '2', '2', '2', '4', '2', '*', '1', '*', '1', '*']","['Shanghai, China,, Shanghai, China,, Hong Kong SAR, China,, Sydney, Australia,, Li Ka Shing Centre, Robinson Way, Cambridge CB2 0RE, United Kingdom,, Shanghai, China,, Shanghai, China']","Xianbin Su,Qi Long,Juanjie Bo,Yi Shi,Li-Nan Zhao,Yingxin Lin,Qing Luo,Shila Ghazanfar,Chao Zhang,Qiang Liu,Lan Wang,Kun-Yan He,Jian He,Xiao-Fang Cui,Jean Y. H. Yang,Ze-Guang Han,Jian-Jun Sha,Guoliang Yang",2019-10-25, https://doi.org/10.1101/818260 ,"[['Oct 2019', '455', '14', '120', ''], ['Nov 2019', '106', '18', '34', ''], ['Dec 2019', '40', '22', '14', ''], ['Jan 2020', '53', '42', '17', ''], ['Feb 2020', '54', '48', '31', ''], ['Mar 2020', '49', '48', '18', ''], ['Apr 2020', '41', '41', '31', ''], ['May 2020', '30', '51', '19', ''], ['Jun 2020', '38', '53', '24', ''], ['Jul 2020', '21', '85', '31', ''], ['Aug 2020', '36', '33', '16', ''], ['Sep 2020', '26', '24', '13', ''], ['Oct 2020', '35', '23', '13', '']]",Single-cell dissection of a rare human prostate basal cell carcinoma,"Cancer Biology,
",32119131,[],0
1005,"['1', '1', '1', '1', '2', '1', '*']","['Charlotte, NC 28223, USA,, 330 Brookline Ave, Boston, MA 02215, USA']","Nitika,Jacob S. Blackman,Laura E. Knighton,Jade E. Takakuwa,Stuart K. Calderwood,Andrew W. Truman",2019-10-28, https://doi.org/10.1101/818427 ,"[['Oct 2019', '395', '1', '73', ''], ['Nov 2019', '78', '17', '21', ''], ['Dec 2019', '25', '13', '8', ''], ['Jan 2020', '28', '17', '14', ''], ['Feb 2020', '33', '12', '14', ''], ['Mar 2020', '28', '18', '8', ''], ['Apr 2020', '20', '11', '11', ''], ['May 2020', '27', '16', '9', ''], ['Jun 2020', '34', '9', '6', ''], ['Jul 2020', '23', '11', '12', ''], ['Aug 2020', '26', '8', '3', ''], ['Sep 2020', '22', '3', '4', ''], ['Oct 2020', '15', '15', '7', '']]",Chemogenomic screening Identifies the Hsp70 Co-chaperone HDJ2 as a Hub for Anticancer Drug Resistance,"Cancer Biology,
",32796891,[],0
1006,"['1', '1', '1', '1', '1', '#']","['Hartmannstr. 14, 91054 Erlangen, Germany']","Jung-Hyun Lee,Martin Eberhardt,Katja Blume,Julio Vera,Andreas S. Baur",2019-10-23, https://doi.org/10.1101/809301 ,"[['Oct 2019', '242', '3', '60', ''], ['Nov 2019', '56', '21', '19', ''], ['Dec 2019', '25', '14', '12', ''], ['Jan 2020', '33', '9', '10', ''], ['Feb 2020', '27', '9', '11', ''], ['Mar 2020', '28', '10', '14', ''], ['Apr 2020', '18', '4', '12', ''], ['May 2020', '13', '15', '5', ''], ['Jun 2020', '21', '5', '10', ''], ['Jul 2020', '8', '1', '8', ''], ['Aug 2020', '16', '4', '1', ''], ['Sep 2020', '20', '7', '5', ''], ['Oct 2020', '14', '7', '7', '']]",Liver cells and PBMC secrete Tumor-suppressive Plasma Extracellular Vesicles in Melanoma patients,"Cancer Biology,
",30846484,"['32575666', '32492716', '32024530']",3
1007,"['1', '2', '4', '1', '4', '1', '1', '1', '3', '1', '3', '*', '#']","['Philadelphia, PA, 19104, USA,, Philadelphia, PA, 19104, USA,, Philadelphia, PA, 19104, USA']","Tiffany Tsang,Jessica M. Posimo,Andrea A. Gudiel,Michelle Cicchini,David M. Feldser,Donita C. Brady",2019-10-24, https://doi.org/10.1101/816587 ,"[['Oct 2019', '431', '10', '118', ''], ['Nov 2019', '80', '26', '33', ''], ['Dec 2019', '28', '15', '25', ''], ['Jan 2020', '60', '27', '26', ''], ['Feb 2020', '68', '25', '51', ''], ['Mar 2020', '74', '64', '33', ''], ['Apr 2020', '43', '16', '38', ''], ['May 2020', '38', '40', '20', ''], ['Jun 2020', '41', '17', '12', ''], ['Jul 2020', '37', '14', '20', ''], ['Aug 2020', '21', '18', '9', ''], ['Sep 2020', '47', '11', '28', ''], ['Oct 2020', '16', '24', '11', '']]",Copper is an essential regulator of the autophagic kinases ULK1/2 to drive lung adenocarcinoma,"Cancer Biology,
",32203415,"['32962054', '32854424', '32843536', '32420529', '32325894']",5
1008,"['1', '2', '3', '**', '3', '**', '3', '3', '4', '5', '6', '6', '2', '7', '2', '3', '*']","['Houston, TX,, Houston, TX,, NC,, Houston, TX,, NC,, Research Triangle Park, NC,, St-Hyacinthe, Quebec, Canada']","Margeaux Wetendorf,Rong Li,San-Pin Wu,Jian Liu,Chad J. Creighton,Tianyuan Wang,Kyathanahalli S. Janardhan,Cynthia J. Willson,Rainer B. Lanz,Bruce D. Murphy,John P. Lydon,Francesco J. DeMayo",2019-10-24, https://doi.org/10.1101/816934 ,"[['Oct 2019', '276', '3', '46', ''], ['Nov 2019', '66', '22', '19', ''], ['Dec 2019', '24', '13', '9', ''], ['Jan 2020', '27', '10', '9', ''], ['Feb 2020', '26', '10', '11', ''], ['Mar 2020', '30', '13', '7', ''], ['Apr 2020', '21', '8', '17', ''], ['May 2020', '28', '28', '15', ''], ['Jun 2020', '24', '11', '7', ''], ['Jul 2020', '16', '13', '7', ''], ['Aug 2020', '21', '22', '11', ''], ['Sep 2020', '30', '23', '9', ''], ['Oct 2020', '20', '24', '9', '']]",Constitutive Expression of the Progesterone Receptor Isoforms Promotes Hormone-Dependent Development of Ovarian Neoplasms,"Cancer Biology,
",33023986,[],0
1009,"['1', '4', '1', '4', '1', '2', '2', '1', '3', '5', '*']","['Shatin, NT, Hong Kong,, Shatin, Hong Kong,, Shenzhen 518087, China']","Chi Hin Wong,Chi Han Li,Qifang He,Joanna Hung Man Tong,Ka-Fai To,Yangchao Chen",2019-10-21, https://doi.org/10.1101/812776 ,"[['Oct 2019', '235', '8', '70', ''], ['Nov 2019', '69', '9', '20', ''], ['Dec 2019', '19', '11', '15', ''], ['Jan 2020', '25', '19', '8', ''], ['Feb 2020', '28', '13', '13', ''], ['Mar 2020', '26', '12', '8', ''], ['Apr 2020', '21', '10', '15', ''], ['May 2020', '44', '20', '17', ''], ['Jun 2020', '35', '7', '20', ''], ['Jul 2020', '18', '4', '7', ''], ['Aug 2020', '23', '3', '4', ''], ['Sep 2020', '24', '13', '11', ''], ['Oct 2020', '12', '3', '12', '']]",The Establishment of CDK9/ RNA PolII/H3K4me3/DNA Methylation Feedback Promotes HOTAIR Expression by RNA Elongation Enhancement in Cancer,"Cancer Biology,
",32120024,['32883226'],1
1010,"['1', '#', '1', '#', '1', '2', '3', '3', '1', '4', '*']","['Shatin, NT, Hong Kong,, Shatin, Hong Kong,, Shatin, Hong Kong,, Shenzhen 518087, China']","Chi Hin Wong,Chi Han Li,Qifang He,Stephen Lam Chan,Joanna Hung-Man Tong,Ka-Fai To,Yangchao Chen",2019-10-21, https://doi.org/10.1101/812800 ,"[['Oct 2019', '287', '5', '40', ''], ['Nov 2019', '42', '12', '15', ''], ['Dec 2019', '26', '19', '11', ''], ['Jan 2020', '25', '24', '11', ''], ['Feb 2020', '20', '14', '11', ''], ['Mar 2020', '26', '12', '10', ''], ['Apr 2020', '19', '12', '14', ''], ['May 2020', '19', '18', '4', ''], ['Jun 2020', '21', '9', '7', ''], ['Jul 2020', '12', '11', '3', ''], ['Aug 2020', '22', '10', '4', ''], ['Sep 2020', '19', '12', '4', ''], ['Oct 2020', '11', '7', '8', '']]",Ectopic HOTTIP Expression Induces Non-canonical Transactivation Pathways to Promote Growth and Invasiveness in Pancreatic Ductal Adenocarcinoma,"Cancer Biology,
",32120024,['32883226'],1
1011,"['1', '2', '1', '3', '1', '1', '2', '4', '5', '3', '1', '1', '2', '*']","['Rotterdam, The Netherlands,, Rotterdam, The Netherlands,, Rotterdam, The Netherlands,, Rotterdam, The Netherlands,, Rotterdam, The Netherlands']","Maurice de Wit,Ya Gao,Darlene Mercieca,Iris de Heer,Bart Valkenburg,Martin van Royen,Joachim Aerts,Peter Sillevis Smitt,Pim French",2019-10-21, https://doi.org/10.1101/798314 ,"[['Oct 2019', '249', '5', '96', ''], ['Nov 2019', '40', '12', '16', ''], ['Dec 2019', '17', '15', '6', ''], ['Jan 2020', '31', '13', '8', ''], ['Feb 2020', '23', '14', '14', ''], ['Mar 2020', '18', '12', '7', ''], ['Apr 2020', '14', '14', '14', ''], ['May 2020', '27', '30', '27', ''], ['Jun 2020', '25', '19', '17', ''], ['Jul 2020', '11', '15', '3', ''], ['Aug 2020', '24', '14', '5', ''], ['Sep 2020', '21', '11', '3', ''], ['Oct 2020', '9', '18', '6', '']]",Effective Tyrosine Kinase Inhibitors result in the intracellular accumulation of EGFR and allows response prediction in patients,"Cancer Biology,
",32512509,[],0
1012,"['1', '2', '1', '2', '3', '*', '4', '5', '*', '1', '2', '1', '2', '1', '2', '6', '7', '8', '8', '3', '7', '6', '4', '9', '1', '2', '10', '*', '**', '1', '2', '10', '*', '**']","['Rennes, France,, Rennes, France,, NUI Galway, Galway, Ireland,, NHRF, Athens, Greece,, Larissa, Greece,, Jerusalem, Israel,, NUI Galway, Galway, Ireland,, Kallithea-Athens, Greece,, Rennes, France']","Dimitrios Doultsinos,Mari McMahon,Konstantinos Voutetakis,Joanna Obacz,Raphael Pineau,Pierre-Jean Le Reste,Akram Obiedat,Juhi Samal,John B. Patterson,Qingping Zheng,Afshin Samali,Abhay Pandit,Boaz Tirosh,Aristotelis Chatziioannou,Eric Chevet,Tony Avril",2019-10-22, https://doi.org/10.1101/594630 ,"[['Mar 2019', '208', '0', '27', ''], ['Apr 2019', '552', '15', '123', ''], ['May 2019', '204', '26', '60', ''], ['Jun 2019', '58', '18', '42', ''], ['Jul 2019', '58', '14', '30', ''], ['Aug 2019', '43', '24', '24', ''], ['Sep 2019', '49', '7', '30', ''], ['Oct 2019', '253', '9', '46', ''], ['Nov 2019', '71', '32', '30', ''], ['Dec 2019', '42', '18', '23', ''], ['Jan 2020', '68', '16', '45', ''], ['Feb 2020', '105', '34', '59', ''], ['Mar 2020', '72', '22', '42', ''], ['Apr 2020', '55', '4', '61', ''], ['May 2020', '42', '15', '31', ''], ['Jun 2020', '75', '9', '56', ''], ['Jul 2020', '23', '2', '27', ''], ['Aug 2020', '32', '3', '17', ''], ['Sep 2020', '49', '8', '19', ''], ['Oct 2020', '45', '15', '38', '']]","Constitutive UPR, activation sustains tumor cell differentiation","Cancer Biology,
",29311133,"['33024813', '33013413', '32911332', '32725137', '32576923', '32554927', '32517019', '32433555', '32409639', '32311035', '32310340', '32297215', '32257052', '32138904', '32111229', '31777202', '31723416', '31666338', '31534165', '31491919', '31350332', '31205564', '31080802', '31071975', '31067032', '31064137', '31041814', '31040128', '30966844', '30930246', '30871215', '30809322', '30248920', '30159133', '30111846', '30027602', '29921753']",37
1013,"['1', '1', '2', '3', '4', '4', '1', '5', '2', '4', '1', '*']","['Salt Lake City, UT 84112, USA,, Stony Brook, NY 11794,, Stony Brook, NY 11794,, Salt Lake City, UT 84112, USA,, Salt Lake City, UT 84112, USA']","Soledad A. Camolotto,Veronika K. Belova,Luke Torre-Healy,Jeffery M. Vahrenkamp,Kristofer C. Berrett,Hannah Conway,Chris Stubben,Richard Moffitt,Jason Gertz,Eric L. Snyder",2019-10-22, https://doi.org/10.1101/814525 ,"[['Oct 2019', '270', '5', '94', ''], ['Nov 2019', '62', '13', '24', ''], ['Dec 2019', '28', '10', '17', ''], ['Jan 2020', '32', '15', '16', ''], ['Feb 2020', '45', '14', '27', ''], ['Mar 2020', '29', '11', '17', ''], ['Apr 2020', '39', '14', '38', ''], ['May 2020', '27', '46', '33', ''], ['Jun 2020', '35', '13', '26', ''], ['Jul 2020', '25', '14', '17', ''], ['Aug 2020', '26', '10', '18', ''], ['Sep 2020', '22', '30', '20', ''], ['Oct 2020', '21', '14', '18', '']]",Reciprocal regulation of pancreatic ductal adenocarcinoma growth and molecular subtype by HNF4α and SIX1/4,"Cancer Biology,
",32826305,[],0
1014,"['1', '1', '1', '2', '1', '3', '*']","['Pashan, Pune 411 008, INDIA,, Blegdamsvej 3, Copenhagen 2200N Denmark,, Sonepat, India']","Sanket Nagarkar,Ruchi Wasnik,Pravallika Govada,Stephen Cohen,LS Shashidhara",2019-10-21, https://doi.org/10.1101/813022 ,"[['Oct 2019', '309', '7', '75', ''], ['Nov 2019', '64', '12', '25', ''], ['Dec 2019', '31', '15', '11', ''], ['Jan 2020', '54', '27', '16', ''], ['Feb 2020', '35', '24', '17', ''], ['Mar 2020', '29', '14', '14', ''], ['Apr 2020', '30', '9', '21', ''], ['May 2020', '31', '14', '14', ''], ['Jun 2020', '36', '9', '6', ''], ['Jul 2020', '39', '19', '17', ''], ['Aug 2020', '18', '7', '2', ''], ['Sep 2020', '28', '7', '5', ''], ['Oct 2020', '22', '15', '8', '']]",Promoter proximal pausing limits Yki-induced tumorous growth in ,"Cancer Biology,
",32737120,['32737065'],1
1015,"['1', '1', '2', '#', '2', '1', '1', '2', '1', '*']","['Dow Street, Dundee, DD1 5EH, United Kingdom,, 1 Midland Road, London, NW1 1AT, United Kingdom']","Luke D. Hutchinson,Nicola J. Darling,Stephanos Nicolaou,Ilaria Gori,Daniel R. Squair,Philip Cohen,Caroline S. Hill,Gopal P. Sapkota",2019-10-17, https://doi.org/10.1101/809228 ,"[['Oct 2019', '405', '7', '80', ''], ['Nov 2019', '44', '7', '21', ''], ['Dec 2019', '31', '6', '26', ''], ['Jan 2020', '44', '9', '17', ''], ['Feb 2020', '17', '9', '13', ''], ['Mar 2020', '27', '7', '12', ''], ['Apr 2020', '18', '9', '26', ''], ['May 2020', '16', '9', '7', ''], ['Jun 2020', '29', '11', '16', ''], ['Jul 2020', '8', '6', '11', ''], ['Aug 2020', '23', '7', '3', ''], ['Sep 2020', '31', '5', '14', ''], ['Oct 2020', '13', '11', '9', '']]",Salt-inducible kinases (SIKs) regulate TGFβ-mediated transcriptional and apoptotic responses,"Cancer Biology,
",31969556,['32788639'],1
1016,"['1', '†', '1', '†', '1', '1', '1', '1', '1', '1', '1', '1', '2', '3', '4', '5', '6', '1', '#']","['Houston, TX, 77054, USA,, Detroit, MI, 48202, USA,, Farmington, CT, 06032, USA,, Houston, TX, 77030, USA,, Houston, TX, 77030, USA,, Boston, MA, USA']","Yasaman Barekatain,Victoria C. Yan,Jeffrey J. Ackroyd,Anton H. Poral,Theresa Tran,Dimitra K. Georgiou,Kenisha Arthur,Yu-Hsi Lin,Nikunj Satani,Elliot S. Ballato,Ana deCarvalho,Roel Verhaak,John de Groot,Jason T. Huse,John M. Asara,Florian L. Muller",2019-10-18, https://doi.org/10.1101/769885 ,"[['Sep 2019', '305', '31', '88', ''], ['Oct 2019', '405', '94', '126', ''], ['Nov 2019', '86', '78', '70', ''], ['Dec 2019', '112', '66', '30', ''], ['Jan 2020', '102', '91', '51', ''], ['Feb 2020', '98', '73', '64', ''], ['Mar 2020', '84', '79', '49', ''], ['Apr 2020', '80', '99', '72', ''], ['May 2020', '65', '129', '42', ''], ['Jun 2020', '58', '86', '41', ''], ['Jul 2020', '73', '81', '30', ''], ['Aug 2020', '63', '84', '40', ''], ['Sep 2020', '102', '101', '71', ''], ['Oct 2020', '66', '85', '43', '']]","Methylthioadenosine is Not Dramatically Elevated in ,-Homozygous Deleted Primary Glioblastomas","Cancer Biology,
",32587392,[],0
1017,"['1', '2', '2', '1', '3', '1', '*', '2', '1', '2', '3', '4', '*']","['', 'Salamanca', 'Spain,, Salamanca, Spain,', 'Salamanca', 'Spain,, Spain']","Adrián Montaño,Jose Luis Ordoñez,Verónica Alonso-Pérez,Jesús Hernández-Sánchez,Teresa González,Rocío Benito,Ignacio García-Tuñón,Jesús María Hernández-Rivas",2019-10-18, https://doi.org/10.1101/809525 ,"[['Oct 2019', '605', '12', '78', ''], ['Nov 2019', '48', '8', '22', ''], ['Dec 2019', '33', '10', '9', ''], ['Jan 2020', '59', '15', '26', ''], ['Feb 2020', '18', '5', '9', ''], ['Mar 2020', '24', '5', '10', ''], ['Apr 2020', '22', '1', '20', ''], ['May 2020', '18', '6', '10', ''], ['Jun 2020', '20', '1', '7', ''], ['Jul 2020', '11', '2', '6', ''], ['Aug 2020', '23', '3', '1', ''], ['Sep 2020', '19', '9', '3', ''], ['Oct 2020', '17', '7', '6', '']]", Fusion Gene Abrogation Decreases The Oncogenic Potencial Of Tumour Cells In A Preclinical Model Of Acute Lymphoblastic Leukaemia,"Cancer Biology,
",31952221,['32967112'],1
1018,"['1', '2', '*', '3', '2', '4', '5']","['Seattle, WA 98109, USA,, Seattle, WA 98195, USA,, Seattle WA, USA,, Seattle, WA, 98195, USA,, Seattle, WA, 98102, USA']","Yuliang Wang,Shuyi Ma,Walter L. Ruzzo",2019-10-19, https://doi.org/10.1101/719294 ,"[['Jul 2019', '243', '0', '48', ''], ['Aug 2019', '205', '58', '83', ''], ['Sep 2019', '97', '67', '45', ''], ['Oct 2019', '366', '58', '102', ''], ['Nov 2019', '68', '46', '29', ''], ['Dec 2019', '39', '60', '33', ''], ['Jan 2020', '47', '42', '19', ''], ['Feb 2020', '101', '67', '147', ''], ['Mar 2020', '62', '38', '26', ''], ['Apr 2020', '30', '23', '28', ''], ['May 2020', '54', '55', '33', ''], ['Jun 2020', '47', '28', '15', ''], ['Jul 2020', '34', '20', '23', ''], ['Aug 2020', '34', '13', '14', ''], ['Sep 2020', '42', '21', '13', ''], ['Oct 2020', '36', '17', '11', '']]",Spatial modeling of prostate cancer metabolic gene expression reveals extensive heterogeneity and selective vulnerabilities,"Cancer Biology,
",32103057,['32606298'],1
1019,"['1', '2', '3', '4', '1', '3', '4', '11', '2', '5', '11', '1', '3', '4', '6', '6', '7', '8', '1', '4', '9', '1', '4', '9', '10', '1', '4', '9', '12', '5', '6', '12', '1', '4', '5', '12']","['208 rue des Apothicaires, 34298 Montpellier, France,, 34275 Montpellier, France,, 15 avenue Charles Flahault, 34093 Montpellier, France,, 208 rue des Apothicaires, 34298 Montpellier, France,, 2 rue école de Médecine, 34060 Montpellier, France,, 34000 Montpellier, France,, 4000 Liège, Belgium,, 4000 Liège, Belgium,, 34090 Montpellier, France,, Gunma, Japan']","Melissa Alame,Emmanuel Cornillot,Valère Cacheux,Guillaume Tosato,Marion Four,Laura De Oliveira,Stéphanie Gofflot,Philippe Delvenne,Evgenia Turtoi,Simon Cabello-Aguilar,Masahiko Nishiyama,Andrei Turtoi,Valérie Costes-Martineau,Jacques Colinge",2019-10-21, https://doi.org/10.1101/810028 ,"[['Oct 2019', '211', '3', '61', ''], ['Nov 2019', '81', '18', '34', ''], ['Dec 2019', '34', '16', '13', ''], ['Jan 2020', '28', '14', '9', ''], ['Feb 2020', '39', '9', '17', ''], ['Mar 2020', '59', '8', '19', ''], ['Apr 2020', '28', '4', '15', ''], ['May 2020', '24', '9', '8', ''], ['Jun 2020', '21', '2', '4', ''], ['Jul 2020', '16', '1', '4', ''], ['Aug 2020', '34', '4', '4', ''], ['Sep 2020', '18', '3', '6', ''], ['Oct 2020', '11', '6', '4', '']]",The molecular landscape and microenvironment of salivary duct carcinoma reveal new therapeutic opportunities,"Cancer Biology,
",32292502,"['32878206', '32771923', '32550918']",3
1020,"['1', '2', '3', '2', '4', '5', '6', '2', '7', '*', '2', '3', '8', '9']","['Morgantown, WV, 26506,, Morgantown, WV, 26506,, Morgantown, WV, 26506,, Morgantown, WV, 26506,, Lewisburg, WV, 24901,, Morgantown, WV, 26506,, Morgantown, WV, 26506,, Immunology, and Cell Biology, ,, Morgantown, WV, 26506,, Morgantown, WV, 26506']","Hannah E. Wilson,David A. Stanton,Cortney Montgomery,Aniello M. Infante,Matthew Taylor,Hannah Hazard-Jenkins,Elena N. Pugacheva,Emidio E. Pistilli",2019-10-21, https://doi.org/10.1101/810952 ,"[['Oct 2019', '760', '11', '132', ''], ['Nov 2019', '379', '36', '24', ''], ['Dec 2019', '53', '9', '11', ''], ['Jan 2020', '47', '11', '13', ''], ['Feb 2020', '42', '12', '13', ''], ['Mar 2020', '39', '8', '10', ''], ['Apr 2020', '31', '10', '14', ''], ['May 2020', '36', '8', '9', ''], ['Jun 2020', '37', '1', '6', ''], ['Jul 2020', '16', '1', '5', ''], ['Aug 2020', '47', '6', '10', ''], ['Sep 2020', '38', '3', '12', ''], ['Oct 2020', '24', '0', '3', '']]",Skeletal muscle reprogramming by breast cancer regardless of treatment history or tumor molecular subtype,"Cancer Biology,
",32550263,['32978398'],1
1021,"['1', '2', '*', '†', '3', '4', '†', '4', '†', '2', '5', '†', '4', '†', '4', '6', '6', '2', '7', '7', '1', '5', '5', '8', '9', '10', '4', '11', '*', '2', '7', '12', '2', '*']","['Suzhou, China,, Los Angeles, CA, USA,, Ribeirão Preto, Brazil,, Los Angeles, CA, USA,, Shantou, China,, Kawasaki, Kanagawa, Japan,, Singapore,, Jiangsu, China,, Boston, MA, USA,, Boston, MA, USA,, Jerusalem, Israel,, Singapore']","Jian Pan,Tiago C. Silva,Nicole Gull,Qian Yang,Jasmine Plummer,Stephanie Chen,Kenji Daigo,Takao Hamakubo,Sigal Gery,Ling-Wen Ding,Yan-Yi Jiang,Shao-Yan Hu,Li-Yan Xu,En-Min Li,Yanbing Ding,Samuel J. Klempner,Benjamin P. Berman,H. Phillip Koeffler,De-Chen Lin",2019-10-21, https://doi.org/10.1101/812149 ,"[['Oct 2019', '278', '12', '74', ''], ['Nov 2019', '69', '50', '35', ''], ['Dec 2019', '35', '31', '19', ''], ['Jan 2020', '39', '37', '37', ''], ['Feb 2020', '42', '27', '19', ''], ['Mar 2020', '49', '24', '19', ''], ['Apr 2020', '82', '25', '24', ''], ['May 2020', '22', '32', '13', ''], ['Jun 2020', '31', '19', '10', ''], ['Jul 2020', '20', '9', '6', ''], ['Aug 2020', '22', '12', '9', ''], ['Sep 2020', '23', '17', '7', ''], ['Oct 2020', '18', '16', '11', '']]",Lineage-Specific Epigenomic and Genomic Activation of the Oncogene HNF4A Promotes Gastrointestinal Adenocarcinomas,"Cancer Biology,
",32332020,['32943730'],1
1022,"['1', '2', '3', '1', '2', '3', '*', '1', '*', '1', '2', '1', '2', '1', '3', '2', '4', '2', '1', '3', '5', '1', '2', '3', '1', '6', '1', '2', '3', '#']","['Dublin, Ireland,, Dublin, Ireland,, Dublin, Ireland,, Ashtown, Dublin, Ireland,, United Kingdom,, Australia']","Zhonglei He,Kangze Liu,Laurence Scally,Eline Manaloto,Sebnem Gunes,Sing Wei Ng,Marcus Maher,Brijesh Tiwari,Hugh J Byrne,Paula Bourke,Furong Tian,Patrick J Cullen,James F Curtin",2019-10-16, https://doi.org/10.1101/805192 ,"[['Oct 2019', '308', '6', '58', ''], ['Nov 2019', '47', '15', '26', ''], ['Dec 2019', '34', '7', '11', ''], ['Jan 2020', '2490', '11', '10', ''], ['Feb 2020', '32', '9', '28', ''], ['Mar 2020', '70', '6', '35', ''], ['Apr 2020', '46', '5', '30', ''], ['May 2020', '52', '13', '20', ''], ['Jun 2020', '40', '3', '12', ''], ['Jul 2020', '24', '3', '13', ''], ['Aug 2020', '42', '4', '7', ''], ['Sep 2020', '35', '13', '13', ''], ['Oct 2020', '35', '8', '16', '']]","Low dose Cold Atmospheric Plasma induces membrane oxidation, stimulates endocytosis and enhances uptake of nanomaterials in Glioblastoma multiforme cells","Cancer Biology,
",32332819,[],0
1023,"['1', '2', '3', '3', '1', '2', '4', '4', '4', '4', '4', '5', '5', '1', '4', '2', '3', '*']","['L’Aquila, Italy,, Heidelberg, Germany,, Heidelberg, Germany,, València, Spain,, IRCCS, Rome, Italy']","Maria Giovanna Maturo,Sivaramakrishna Rachakonda,Barbara Heidenreich,Cristina Pellegrini,Nalini Srinivas,Celia Requena,Carlos Serra-Guillen,Beatriz Llombart,Onofre Sanmartin,Carlos Guillen,Lucia Di Nardo,Ketty Peris,Maria Concetta Fargnoli,Eduardo Nagore,Rajiv Kumar",2019-10-16, https://doi.org/10.1101/807313 ,"[['Oct 2019', '490', '3', '69', ''], ['Nov 2019', '53', '6', '32', ''], ['Dec 2019', '30', '5', '38', ''], ['Jan 2020', '38', '7', '20', ''], ['Feb 2020', '40', '7', '25', ''], ['Mar 2020', '46', '4', '14', ''], ['Apr 2020', '27', '6', '20', ''], ['May 2020', '21', '8', '29', ''], ['Jun 2020', '22', '2', '17', ''], ['Jul 2020', '4', '0', '17', ''], ['Aug 2020', '23', '1', '16', ''], ['Sep 2020', '21', '1', '22', ''], ['Oct 2020', '8', '0', '18', '']]",Coding and noncoding somatic mutations in basal cell carcinoma,"Cancer Biology,
",32409749,[],0
